Respondent_ID,A1_Organization_Type,A2_Organization_Size,A3_Years_Of_Operation,A4_Number_Of_Employees,A5_Primary_Location,A6_Main_Waste_Type,A7_Formal_Waste_Policy,A8_Responsible_Party,B1_SegregateAtSource,B2_SeparateContainers,B3_LabelledBins,B4_EmployeeUnderstanding,B5_HazardousSeparate,B6_StorageHygiene,C1_MeasurableTargets,C2_MinimizeDisposables,C3_ReusablePreferred,C4_PaperlessProcess,C5_ProcurementConsidersRecyclability,C6_ReuseRepairRefurbish,D1_ScheduledCollection,D2_RecordsMaintained,D3_AuthorisedCollectors,D4_SafeTransport,D5_VerifiesDisposalFacility,D6_OverflowProcedures,E1_RecyclersUsed,E2_MonitorsDiversionRate,E3_OrganicComposted,E4_EmployeesIdentifyRecovery,E5_SupplierPackagingCollab,E6_RecyclingSavingsTracked,F1_RegularTraining,F2_ResponsibilitiesCommunicated,F3_AwarenessProgrammes,F4_EncouragedToReport,F5_ActiveParticipation,F6_IncentivesProvided,G1_ManagementSupport,G2_FinancialResourcesAllocated,G3_ResponsibilitiesAssigned,G4_PerformanceReviewed,G5_EnvObjectivesIntegrated,G6_CorrectiveActionsTaken,H1_AwareOfRules,H2_ComplianceReviewed,H3_LicencesMaintained,H4_ContractorsCompliance,H5_AuditsConducted,H6_NonComplianceDocumented,I1_DigitalRecording,I2_DataAnalysed,I3_KPIsUsed,I4_SmartTechUsed,I5_ReportsSharedWithMgmt,I6_DataBasedDecisions,J1_CommunicatesWithAuthorities,J2_GuidelinesConsidered,J3_CollaboratesWithRecyclers,J4_ContractorsEvaluated,J5_ParticipatesInProgrammes,J6_SuppliersEncouraged,K1_HighCosts,K2_LackOfAwareness,K3_LimitedInfrastructure,K4_InadequateMonitoring,K5_LackOfPersonnel,K6_LimitedRecyclerAccess,K7_InsufficientMgmtSupport,K8_IrregularCollection,B_Section_Score,C_Section_Score,D_Section_Score,E_Section_Score,F_Section_Score,G_Section_Score,H_Section_Score,I_Section_Score,J_Section_Score,K_Barriers_Score,Overall_Maturity_Score
R2549,Healthcare,Small: 10-49 employees,Less than 3 years,10-49,Commercial area,Paper and cardboard,Not sure,External waste-management agency,3,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,5,4,4,2,2,2,1,1,1,2,3,2,3,3,2,3,3,1,2,3,1,2,3,2,2,3,2,3,2,3,3,2,2,4,3,3,5,4,4,4,3,2.17,3.0,2.33,4.17,1.5,2.5,2.17,2.33,2.5,3.75,2.52
R2550,Retail,Large: 250 employees or more,6-10 years,100-249,Commercial area,Paper and cardboard,Under development,Environmental or sustainability department,4,2,2,3,2,1,3,3,4,3,3,3,3,1,4,2,2,3,4,5,3,4,3,3,4,3,4,4,3,4,4,5,4,3,3,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,2,3,4,3,2,2,2,2,1,2,3,2.33,3.17,2.5,3.67,3.67,3.83,3.67,3.17,3.0,2.12,3.22
R2551,Retail,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Urban area,Mixed municipal waste,No,External waste-management agency,2,2,4,2,2,,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,4,3,2,3,3,3,3,4,4,3,2,4,3,3,4,4,3,3,3,2,3,3,4,3,3,4,3,3,3,3,2,3,3,3,4,3,2,3,3,1,2.4,3.33,2.67,3.0,3.0,3.17,3.17,3.33,2.83,2.75,2.99
R2552,Manufacturing,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Urban area,Mixed municipal waste,Under development,Facility management team,4,4,2,5,2,4,3,4,4,4,4,4,3,3,2,3,2,2,2,4,4,3,5,3,3,4,3,4,3,4,3,4,4,3,3,3,4,3,5,3,4,3,3,3,,4,4,5,3,3,3,3,3,4,4,3,3,3,3,3,2,3,3.5,3.83,2.5,3.5,3.5,3.33,3.67,3.8,3.17,3.0,3.42
R2553,Retail,Medium: 50-249 employees,Less than 3 years,100-249,Commercial area,Paper and cardboard,Not sure,External waste-management agency,4,4,4,3,3,4,2,2,3,4,3,2,3,2,2,3,4,3,3,4,2,,4,2,3,4,4,3,3,3,3,1,3,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,2,2,3,3,3,4,4,5,3,5,5,4,5,3.67,2.67,2.83,3.0,3.33,3.0,3.83,3.5,2.67,4.38,3.17
R2554,Manufacturing,Micro: Fewer than 10 employees,3-5 years,10-49,Industrial area,Paper and cardboard,No,External waste-management agency,3,2,2,4,2,3,2,3,3,2,4,4,3,3,3,3,3,4,3,2,2,3,1,2,2,3,1,4,2,2,2,4,2,4,2,1,2,3,3,4,2,3,2,2,2,3,3,1,2,4,2,3,3,4,3,3,2,2,2,1,3,2,2.67,3.0,3.17,2.17,2.33,2.5,2.83,2.17,3.0,2.25,2.65
R2555,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Urban area,Paper and cardboard,Not sure,Facility management team,3,3,4,3,4,4,3,2,3,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,2,4,4,3,4,3,4,4,5,4,2,4,2,3,3,4,3,3,4,3,2,3,3,2,4,5,5,5,4,4,1,2,3,3,3,1,3,4,3.5,3.0,3.0,3.67,3.33,3.83,3.0,2.83,4.5,2.5,3.41
R2556,Retail,Small: 10-49 employees,3-5 years,10-49,Commercial area,Plastic waste,No,Operations department,4,3,4,4,4,4,4,5,4,3,4,3,3,,2,2,2,2,4,2,4,4,4,4,3,3,4,5,3,3,3,4,3,4,4,3,4,3,3,4,3,2,4,3,4,3,4,4,3,4,4,3,3,3,2,3,2,3,1,2,3,3,3.83,3.83,2.2,3.67,3.5,3.5,3.17,3.67,3.33,2.38,3.41
R2557,Hospitality/Services,Small: 10-49 employees,Less than 3 years,10-49,Semi-urban area,Food or organic waste,No,External waste-management agency,3,2,2,3,3,2,1,1,2,1,1,2,3,4,3,3,3,2,2,2,2,3,2,1,,3,2,2,2,2,3,3,3,3,4,3,3,2,4,2,4,2,2,3,2,2,3,2,2,2,3,5,3,2,3,3,3,4,4,3,3,2,2.5,1.33,3.0,2.0,2.2,3.17,2.83,2.33,2.83,3.12,2.47
R2558,Healthcare,Small: 10-49 employees,6-10 years,10-49,Urban area,Mixed municipal waste,Yes,External waste-management agency,4,5,5,4,3,5,3,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,4,2,2,3,3,4,3,3,3,4,4,4,3,2,2,3,4,4,2,2,2,4.33,3.33,3.67,3.83,3.83,3.67,3.67,2.83,3.5,2.62,3.63
R2559,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Urban area,Mixed municipal waste,Yes,Environmental or sustainability department,3,4,3,4,5,3,4,4,4,4,5,4,5,4,5,5,5,4,3,3,4,3,4,2,4,4,5,3,5,3,3,4,4,3,3,4,2,5,4,4,3,4,4,5,3,4,5,4,4,4,4,4,5,4,4,3,2,3,3,2,3,3,3.67,4.17,4.67,3.17,4.0,3.5,3.67,4.17,4.17,2.88,3.91
R2560,Hospitality/Services,Large: 250 employees or more,6-10 years,250 or more,Semi-urban area,Plastic waste,Yes,Environmental or sustainability department,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,5,5,5,5,4,5,5,5,4,4,4,3,4,5,5,4,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,3,3,3,4,4,,1,4,2,3,3,3,3,4.17,3.83,3.67,4.83,4.17,4.5,4.5,4.83,3.67,2.71,4.24
R2561,Manufacturing,Large: 250 employees or more,6-10 years,250 or more,Industrial area,Plastic waste,Under development,Environmental or sustainability department,3,4,4,4,5,4,3,3,4,4,4,3,4,4,4,5,4,3,4,5,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,3,2,3,3,3,3,2,5,4,3,4,3,4,4,3,4,4,5,3,2,4,3,4,3,4,3,3,4.0,3.5,4.0,3.83,3.17,3.17,2.67,3.83,3.83,3.25,3.56
R2562,Healthcare,Large: 250 employees or more,6-10 years,250 or more,Semi-urban area,Food or organic waste,Under development,Environmental or sustainability department,2,3,3,3,4,3,4,3,3,2,4,4,3,5,4,2,3,3,2,3,3,3,2,2,3,4,3,4,4,5,4,3,4,4,4,5,2,3,3,4,3,3,3,3,4,4,4,2,3,3,2,2,2,3,1,2,1,3,2,3,3,2,3.0,3.33,3.33,2.5,3.83,4.0,3.0,3.33,2.5,2.12,3.2
R2563,Manufacturing,Small: 10-49 employees,11-20 years,10-49,Urban area,Plastic waste,Under development,Facility management team,4,4,4,4,4,5,4,4,4,4,3,4,4,4,3,4,3,4,5,5,5,5,5,4,5,3,4,4,3,4,4,4,4,5,5,5,4,2,3,3,3,4,4,3,4,3,4,3,4,3,5,3,4,3,2,3,1,2,2,2,2,3,4.17,3.83,3.67,4.83,3.83,4.5,3.17,3.5,3.67,2.12,3.91
R2564,Manufacturing,Large: 250 employees or more,11-20 years,100-249,Industrial area,Plastic waste,Under development,Facility management team,3,5,5,,5,4,4,4,3,3,3,3,4,4,3,4,,4,4,4,4,3,3,3,4,3,4,4,3,3,3,3,3,3,2,3,4,4,3,4,5,3,5,3,5,5,5,5,5,3,3,5,4,4,3,2,2,3,3,2,1,2,4.4,3.33,3.8,3.5,3.5,2.83,3.83,4.67,4.0,2.25,3.76
R2565,Retail,Small: 10-49 employees,11-20 years,10-49,Commercial area,Plastic waste,Under development,Facility management team,5,3,4,4,4,4,4,3,4,3,4,4,4,3,3,4,3,3,5,4,5,4,4,4,5,4,5,4,3,4,4,4,4,4,4,5,4,4,4,3,5,5,4,4,3,5,4,4,3,4,3,3,3,3,3,4,3,4,3,4,4,4,4.0,3.67,3.33,4.33,4.17,4.17,4.17,4.0,3.17,3.62,3.89
R2566,Healthcare,Medium: 50-249 employees,6-10 years,100-249,Semi-urban area,Mixed municipal waste,No,Facility management team,4,4,4,3,3,4,3,3,4,3,2,3,4,4,4,4,4,5,3,4,4,5,4,4,2,2,3,2,2,3,4,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,5,4,3,4,5,5,4,3,3.67,3.0,4.17,4.0,2.33,2.5,2.83,2.83,3.33,4.12,3.18
R2567,Information Technology,Small: 10-49 employees,6-10 years,10-49,Industrial area,Mixed municipal waste,No,Operations department,4,4,2,3,3,3,5,4,4,3,4,3,4,3,3,5,3,4,3,4,2,4,3,4,4,4,3,3,3,3,4,2,3,4,2,2,3,2,1,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,3,4,2,3,3,3.17,3.83,3.67,3.33,3.33,2.83,2.5,4.0,4.17,3.12,3.43
R2568,Manufacturing,Small: 10-49 employees,3-5 years,10-49,Urban area,Mixed municipal waste,Not sure,Environmental or sustainability department,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,5,4,4,4,4,3,4,4,4,4,4,2,2,3,,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,2,3,3,3,2,3.5,3.5,3.67,3.67,4.17,3.83,2.6,3.0,3.67,2.88,3.51
R2569,Information Technology,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Paper and cardboard,Not sure,External waste-management agency,5,4,4,4,3,4,3,2,2,3,2,2,2,3,2,2,2,3,3,2,3,3,4,3,3,2,2,3,2,4,3,3,3,3,1,4,3,3,4,3,5,4,2,2,1,2,3,2,4,,4,3,2,3,2,3,2,2,2,2,4,2,4.0,2.33,2.33,3.0,2.67,2.83,3.67,2.0,3.2,2.38,2.89
R2570,Manufacturing,Medium: 50-249 employees,11-20 years,100-249,Industrial area,Plastic waste,Under development,External waste-management agency,5,5,3,3,4,4,3,3,3,3,2,4,3,2,2,2,2,3,4,4,4,4,5,5,4,5,3,3,2,3,4,4,2,2,3,3,4,5,3,3,3,3,4,4,3,4,4,4,5,5,4,4,4,5,4,4,2,3,4,2,3,4,4.0,3.0,2.33,4.33,3.33,3.0,3.5,3.83,4.5,3.25,3.54
R2571,Manufacturing,Large: 250 employees or more,11-20 years,100-249,Semi-urban area,Paper and cardboard,Yes,Environmental or sustainability department,3,4,3,3,3,3,5,5,4,4,5,4,5,5,5,5,5,5,4,4,3,3,4,4,5,3,4,4,3,4,4,4,5,5,5,5,3,4,5,5,4,4,5,5,4,4,4,4,4,5,4,5,4,4,2,3,1,3,2,4,2,3,3.17,4.5,5.0,3.67,3.83,4.67,4.17,4.33,4.33,2.5,4.19
R2572,Manufacturing,Large: 250 employees or more,11-20 years,250 or more,Industrial area,Mixed municipal waste,Under development,Operations department,4,3,3,2,3,4,3,5,4,3,4,,3,3,4,3,3,3,5,4,4,4,4,3,4,4,4,3,5,4,3,3,3,4,3,4,3,3,2,2,4,3,5,4,3,5,4,3,4,4,3,4,3,2,3,4,3,,3,4,3,4,3.17,3.8,3.17,4.0,4.0,3.33,2.83,4.0,3.33,3.43,3.51
R2573,Healthcare,Large: 250 employees or more,11-20 years,250 or more,Urban area,Mixed municipal waste,Not sure,Environmental or sustainability department,3,3,2,4,3,3,4,5,5,3,5,5,4,4,5,5,4,2,3,4,3,4,2,3,4,5,4,5,5,3,4,3,4,3,3,3,,3,4,2,3,4,5,4,5,4,4,4,4,4,,3,3,4,3,3,3,3,1,2,3,4,3.0,4.5,4.0,3.17,4.33,3.33,3.2,4.33,3.6,2.75,3.72
R2574,Retail,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Urban area,Paper and cardboard,Under development,Facility management team,4,4,3,4,5,3,3,3,3,3,2,4,3,4,3,,5,3,5,5,5,4,5,5,4,4,4,3,3,5,3,3,2,3,3,3,3,3,3,2,4,3,2,2,3,4,4,3,3,4,4,5,4,5,4,4,3,3,2,3,3,4,3.83,3.0,3.6,4.83,3.83,2.83,3.0,3.0,4.17,3.25,3.57
R2575,Manufacturing,Medium: 50-249 employees,11-20 years,100-249,Industrial area,Paper and cardboard,Yes,Environmental or sustainability department,2,3,3,3,4,3,4,3,3,4,3,4,4,5,5,5,5,4,3,3,4,3,3,4,5,4,4,3,4,5,3,4,3,3,3,4,3,2,3,3,5,3,3,2,4,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,2,4,3.0,3.5,4.67,3.33,4.17,3.33,3.17,3.0,3.33,3.12,3.5
R2576,Manufacturing,Medium: 50-249 employees,11-20 years,100-249,Industrial area,Paper and cardboard,Under development,Facility management team,4,2,4,4,4,3,4,3,3,2,2,3,5,5,4,5,5,4,3,3,4,4,2,4,5,3,4,3,3,3,4,3,4,4,5,4,5,5,5,4,5,4,4,3,5,3,4,4,3,4,4,3,5,3,2,3,2,2,3,2,,3,3.5,2.83,4.67,3.33,3.5,4.0,4.67,3.83,3.67,2.43,3.78
R2577,Healthcare,Medium: 50-249 employees,3-5 years,10-49,Urban area,Plastic waste,No,External waste-management agency,3,3,2,4,2,3,4,3,3,2,4,3,3,4,3,3,3,2,4,4,4,3,3,4,3,3,3,2,2,4,4,3,3,4,3,2,3,1,2,3,3,2,4,2,3,5,3,4,4,3,4,5,4,5,3,3,3,3,4,3,2,5,2.83,3.17,3.0,3.67,2.83,3.17,2.33,3.5,4.17,3.25,3.19
R2578,Information Technology,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Mixed municipal waste,No,External waste-management agency,3,3,3,2,3,2,5,5,4,5,4,4,3,5,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,4,2,2,1,2,3,2,2,2,3,2,2,3,2,3,1,3,3,2,2,4,2.67,4.5,4.0,3.33,3.0,3.0,3.0,2.0,2.33,2.5,3.09
R2579,Manufacturing,Small: 10-49 employees,6-10 years,10-49,Industrial area,Paper and cardboard,Yes,Environmental or sustainability department,4,4,5,4,4,5,3,4,4,5,4,4,4,4,2,4,4,2,4,3,4,,3,4,4,4,3,5,4,4,3,3,3,5,5,4,3,4,4,,3,3,4,4,4,4,5,5,5,4,5,4,4,4,4,3,3,2,3,2,2,4,4.33,4.0,3.33,3.6,4.0,3.83,3.4,4.33,4.33,2.88,3.91
R2580,Information Technology,Large: 250 employees or more,6-10 years,100-249,Urban area,Paper and cardboard,Yes,Operations department,4,4,4,3,5,5,3,5,4,4,4,5,4,3,4,4,4,4,4,4,4,3,3,3,3,2,4,3,4,3,4,4,4,4,5,4,4,3,4,5,2,3,4,4,,4,4,5,5,4,3,4,4,4,3,2,1,1,3,2,1,3,4.17,4.17,3.83,3.5,3.17,4.17,3.5,4.2,4.0,2.0,3.86
R2581,Healthcare,Medium: 50-249 employees,3-5 years,100-249,Urban area,Mixed municipal waste,No,Facility management team,3,4,4,4,4,5,2,2,4,3,3,2,3,3,4,3,4,2,2,3,2,3,3,2,3,3,4,2,3,2,3,1,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,3,2,2,1,2,3,3,4,4,4,4,4,3,3,4,4.0,2.67,3.17,2.5,2.83,2.67,3.83,3.5,2.17,3.75,3.04
R2582,Retail,Large: 250 employees or more,11-20 years,250 or more,Commercial area,Paper and cardboard,Yes,Environmental or sustainability department,4,2,3,3,4,2,4,4,3,4,3,3,4,2,3,3,4,2,3,3,4,4,2,3,4,4,4,4,5,4,3,3,4,3,4,3,3,4,4,4,5,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,2,4,3,3.0,3.5,3.0,3.17,4.17,3.33,3.83,3.17,3.17,3.25,3.37
R2583,Manufacturing,Small: 10-49 employees,Less than 3 years,Fewer than 10,Commercial area,Plastic waste,No,Operations department,3,3,4,3,3,3,3,2,3,3,4,3,3,4,3,3,4,4,2,1,4,3,4,3,4,3,4,4,4,4,3,4,,4,3,5,2,2,2,3,2,2,4,3,3,4,4,4,4,3,4,4,3,5,3,2,2,4,4,4,2,3,3.17,3.0,3.5,2.83,3.83,3.8,2.17,3.67,3.83,3.0,3.31
R2584,Hospitality/Services,Small: 10-49 employees,3-5 years,10-49,Semi-urban area,Food or organic waste,Under development,Operations department,4,4,3,4,3,4,3,3,3,2,2,2,3,4,,5,4,4,5,4,5,4,3,4,4,4,4,3,3,4,2,4,3,3,4,4,4,4,4,3,4,3,5,3,3,4,3,4,4,5,4,2,4,3,3,2,3,2,3,2,2,1,3.67,2.5,4.0,4.17,3.67,3.33,3.67,3.67,3.67,2.25,3.59
R2585,Retail,Large: 250 employees or more,6-10 years,250 or more,Commercial area,Paper and cardboard,Not sure,Environmental or sustainability department,3,4,3,3,3,4,3,4,4,3,4,3,3,5,4,4,4,3,4,,3,4,4,5,3,3,3,3,3,2,3,5,4,3,3,3,4,3,4,3,4,4,3,3,4,4,3,3,2,4,3,4,4,3,3,2,3,3,1,2,3,1,3.33,3.5,3.83,4.0,2.83,3.5,3.67,3.33,3.33,2.25,3.48
R2586,Retail,Small: 10-49 employees,3-5 years,10-49,Urban area,Mixed municipal waste,Not sure,Operations department,3,3,4,3,2,3,3,3,3,3,3,2,3,4,,3,2,4,4,4,4,2,3,4,3,4,4,4,5,4,4,4,5,4,4,4,4,5,3,4,3,4,4,3,4,3,3,4,3,4,5,4,3,2,1,3,2,3,1,2,2,3,3.0,2.83,3.2,3.5,4.0,4.17,3.83,3.5,3.5,2.12,3.5
R2587,Information Technology,Small: 10-49 employees,6-10 years,50-99,Commercial area,Paper and cardboard,Not sure,Facility management team,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
R2588,Information Technology,Large: 250 employees or more,6-10 years,250 or more,Semi-urban area,Mixed municipal waste,Yes,Environmental or sustainability department,4,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,,5,3,4,4,3,4,5,3,5,4,4,5,4,5,4,5,5,4,4,3,2,4,3,3,3,3,3,3,3,4,5,5,4,5,4,4,4,4,2,1,3,2,3,3,2,4.33,4.83,4.6,3.83,4.17,4.5,3.0,3.5,4.33,2.5,4.12
R2589,Information Technology,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Urban area,Food or organic waste,Yes,Operations department,3,3,3,3,3,2,3,3,5,4,4,4,3,4,3,2,3,4,2,3,3,3,2,,4,3,2,2,4,2,3,4,5,3,4,5,4,4,4,3,5,3,3,4,2,3,3,4,3,3,2,4,3,3,2,3,2,4,3,3,4,3,2.83,3.83,3.17,2.6,2.83,4.0,3.83,3.17,3.0,3.0,3.25
R2590,Information Technology,Large: 250 employees or more,6-10 years,250 or more,Urban area,Mixed municipal waste,Under development,Operations department,4,5,3,4,4,4,4,,4,4,4,,5,4,5,4,4,4,4,4,3,3,3,3,2,3,3,3,2,4,4,4,4,4,4,4,3,4,4,5,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,2,2,1,2,2,2,3,4.0,4.0,4.33,3.33,2.83,4.0,3.83,3.33,4.0,2.12,3.74
R2591,Manufacturing,Medium: 50-249 employees,3-5 years,100-249,Industrial area,Mixed municipal waste,No,Facility management team,3,2,4,3,3,2,3,2,3,3,2,2,3,4,4,4,3,3,3,4,4,3,3,2,4,2,2,3,3,3,3,2,3,4,3,3,3,2,4,4,4,4,3,4,3,3,2,4,2,3,3,3,3,3,2,2,3,3,4,4,3,2,2.83,2.5,3.5,3.17,2.83,3.0,3.5,3.17,2.83,2.88,3.04
R2592,Information Technology,Large: 250 employees or more,11-20 years,250 or more,Urban area,Mixed municipal waste,Yes,Operations department,3,4,4,4,4,4,4,3,4,4,3,2,5,5,4,5,4,2,3,3,3,2,2,3,5,5,5,5,5,4,4,5,3,5,5,5,4,4,4,4,2,4,5,4,3,4,5,4,5,4,4,3,5,4,4,3,3,4,2,2,3,,3.83,3.33,4.17,2.67,4.83,4.5,3.67,4.17,4.17,3.0,3.93
R2593,Retail,Large: 250 employees or more,6-10 years,100-249,Urban area,Mixed municipal waste,Under development,Facility management team,3,4,4,4,2,,4,3,3,4,3,2,4,4,4,4,3,4,3,3,3,3,2,3,4,4,4,3,4,3,3,4,3,4,3,3,3,4,4,4,4,4,5,3,4,2,2,4,5,3,4,4,5,4,3,2,3,3,2,3,2,3,3.4,3.17,3.83,2.83,3.67,3.33,3.83,3.33,4.17,2.62,3.51
R2594,Information Technology,Medium: 50-249 employees,11-20 years,50-99,Urban area,Plastic waste,Under development,Facility management team,4,4,4,3,4,5,5,5,5,5,5,4,4,4,5,5,4,5,4,4,2,3,3,3,3,5,5,4,4,4,4,4,4,4,,4,2,4,4,4,2,4,3,2,4,3,5,5,5,5,4,4,4,4,1,4,3,4,3,4,4,4,4.0,4.83,4.5,3.17,4.17,4.0,3.33,3.67,4.33,3.38,4.0
R2595,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Commercial area,Paper and cardboard,No,External waste-management agency,4,3,3,4,3,3,2,1,1,4,2,2,3,3,3,4,4,4,2,3,1,3,4,3,3,4,,3,3,3,2,4,2,3,3,3,4,4,4,3,2,4,2,1,4,2,2,3,3,2,3,3,4,3,4,4,4,3,4,5,5,4,3.33,2.0,3.5,2.67,3.2,2.83,3.5,2.33,3.0,4.12,2.93
R2596,Manufacturing,Small: 10-49 employees,Less than 3 years,10-49,Semi-urban area,Paper and cardboard,No,Operations department,4,,3,3,2,3,4,4,4,4,5,4,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,4,1,3,1,2,3,1,2,5,3,4,3,4,3,4,2,4,3,3,3,3,3,4,2,2,3,2,2,3,3,2,2,2,4,3.0,4.17,3.17,2.83,2.67,2.0,3.67,3.17,2.83,2.5,3.06
R2597,Retail,Small: 10-49 employees,3-5 years,10-49,Commercial area,Paper and cardboard,Yes,Facility management team,4,4,4,4,4,5,4,3,5,5,5,4,4,4,5,4,4,3,3,4,4,4,3,3,4,4,4,5,4,3,2,3,4,5,5,4,5,3,4,4,3,4,4,3,4,3,4,4,3,3,4,3,4,4,3,3,2,3,3,,3,3,4.17,4.33,4.0,3.5,4.0,3.83,3.83,3.67,3.5,2.86,3.87
R2598,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Urban area,Paper and cardboard,Under development,Operations department,3,3,3,2,3,2,4,3,4,4,2,5,5,4,3,4,3,3,2,4,3,3,4,2,3,2,3,4,3,3,4,4,4,3,2,4,3,2,2,4,2,3,4,4,4,3,3,3,3,3,4,4,3,3,3,2,3,2,2,2,2,2,2.67,3.67,3.67,3.0,3.0,3.5,2.67,3.5,3.33,2.25,3.22
R2599,Retail,Small: 10-49 employees,Less than 3 years,10-49,Semi-urban area,Mixed municipal waste,No,Operations department,3,3,3,4,4,3,3,3,2,1,2,4,4,3,3,3,4,3,2,3,3,4,4,3,3,2,2,2,2,4,3,2,3,3,3,2,3,3,3,3,2,3,2,2,3,2,4,2,4,4,4,5,3,4,4,4,4,4,5,4,5,3,3.33,2.5,3.33,3.17,2.5,2.67,2.83,2.5,4.0,4.12,2.98
R2600,Information Technology,Large: 250 employees or more,6-10 years,100-249,Semi-urban area,Mixed municipal waste,Yes,Operations department,3,4,4,5,3,4,4,3,4,4,3,3,3,,4,,4,4,4,4,5,3,3,3,5,5,4,4,4,4,4,5,5,4,5,5,3,3,5,4,4,4,3,2,3,3,3,3,4,4,4,3,5,5,1,1,1,1,1,2,1,2,3.83,3.5,3.75,3.67,4.33,4.67,3.83,2.83,4.17,1.25,3.84
R2601,Manufacturing,Medium: 50-249 employees,11-20 years,50-99,Industrial area,Mixed municipal waste,Not sure,Operations department,3,3,2,4,3,3,3,4,4,3,4,2,2,3,2,2,2,3,4,4,4,5,4,3,3,4,4,2,4,2,4,4,4,4,3,4,2,3,4,2,3,4,2,4,4,4,2,3,3,4,4,2,3,2,4,3,2,4,2,3,2,2,3.0,3.33,2.33,4.0,3.17,3.83,3.0,3.17,3.0,2.75,3.2
R2602,Manufacturing,Large: 250 employees or more,3-5 years,250 or more,Semi-urban area,Plastic waste,Yes,Operations department,4,4,3,4,3,4,4,,5,4,4,4,4,5,5,5,4,4,4,3,3,3,5,4,4,4,4,5,3,3,4,5,4,4,4,4,5,4,4,5,5,5,4,3,4,4,4,5,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3.67,4.2,4.5,3.67,3.83,4.17,4.67,4.0,3.5,3.38,4.02
R2603,Healthcare,Small: 10-49 employees,3-5 years,10-49,Semi-urban area,Mixed municipal waste,Under development,Operations department,3,3,3,3,3,3,3,3,3,4,3,3,4,3,5,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,3,4,3,3,3,4,3,3,4,3,4,4,4,2,4,3,3,4,3,3,3,3,3,4,2,1,1,1,2,1,2,1,3.0,3.17,4.0,4.0,4.0,3.33,3.5,3.33,3.17,1.38,3.5
R2604,Retail,Small: 10-49 employees,11-20 years,10-49,Commercial area,Paper and cardboard,Not sure,Operations department,3,3,3,4,3,4,3,3,3,3,5,4,4,4,4,3,4,3,3,4,4,5,3,,2,3,3,3,3,2,4,5,3,4,4,3,3,4,3,4,3,3,3,4,2,4,3,2,4,3,3,4,2,4,4,3,3,4,3,3,4,3,3.33,3.5,3.67,3.8,2.67,3.83,3.33,3.0,3.33,3.38,3.38
R2605,Healthcare,Large: 250 employees or more,11-20 years,100-249,Commercial area,Paper and cardboard,Yes,Facility management team,3,5,4,4,5,5,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,2,2,4,3,3,4,4,3,4,4,5,5,4,4,4,4,4,4,,3,4,5,4,3,4,5,5,2,3,4,3,3,3,4,2,4.33,3.17,3.33,3.17,2.83,3.5,4.33,3.8,4.33,3.0,3.64
